0.442	0.275	0.286	0.133	0.459	0.650	1
0.444	0.246	0.236	0.223	0.474	0.277	1
0.560	0.147	0.284	0.222	0.413	0.517	1
0.533	0.227	0.126	0.202	0.493	0.465	1
0.553	0.141	0.341	0.190	0.439	0.075	1
0.424	0.233	0.343	0.163	0.498	0.786	1
0.435	0.114	0.369	0.293	0.410	0.322	1
0.506	0.107	0.376	0.136	0.416	0.511	1
0.598	0.233	0.137	0.216	0.442	0.496	1
0.530	0.111	0.210	0.201	0.495	0.106	1
0.575	0.197	0.363	0.248	0.408	0.449	1
0.422	0.161	0.369	0.114	0.493	0.159	1
0.512	0.127	0.164	0.136	0.474	0.371	1
0.563	0.256	0.303	0.116	0.464	0.266	1
0.509	0.111	0.156	0.128	0.403	0.366	1
0.587	0.224	0.212	0.291	0.489	0.785	1
0.451	0.196	0.171	0.129	0.422	0.348	1
0.511	0.120	0.137	0.217	0.478	0.744	1
0.484	0.273	0.129	0.288	0.439	0.501	1
0.570	0.149	0.109	0.259	0.499	0.148	1
0.545	0.217	0.309	0.227	0.415	0.093	1
0.515	0.121	0.155	0.149	0.434	0.058	1
0.466	0.196	0.355	0.224	0.409	0.540	1
0.456	0.255	0.198	0.177	0.442	0.310	1
0.440	0.225	0.226	0.227	0.407	0.512	1
0.521	0.164	0.277	0.103	0.490	0.242	1
0.505	0.117	0.357	0.165	0.461	0.155	1
0.502	0.167	0.328	0.258	0.404	0.219	1
0.566	0.237	0.379	0.296	0.448	0.106	1
0.430	0.167	0.369	0.199	0.401	0.409	1
0.556	0.182	0.267	0.162	0.460	0.236	1
0.540	0.138	0.375	0.297	0.487	0.445	1
0.536	0.106	0.258	0.139	0.434	0.026	1
0.597	0.226	0.149	0.245	0.459	0.190	1
0.464	0.186	0.375	0.252	0.417	0.443	1
0.500	0.212	0.328	0.175	0.447	0.580	1
0.504	0.204	0.342	0.220	0.426	0.548	1
0.576	0.270	0.314	0.139	0.475	0.454	1
0.478	0.299	0.376	0.118	0.489	0.351	1
0.475	0.221	0.301	0.141	0.418	0.371	1
0.597	0.107	0.241	0.173	0.488	0.745	1
0.492	0.161	0.149	0.227	0.474	0.100	1
0.521	0.263	0.250	0.122	0.424	0.422	1
0.432	0.267	0.132	0.283	0.448	0.722	1
0.532	0.298	0.278	0.232	0.401	0.472	1
0.410	0.186	0.172	0.172	0.492	0.722	1
0.471	0.210	0.323	0.222	0.479	0.052	1
0.474	0.187	0.391	0.299	0.411	0.022	1
0.450	0.134	0.329	0.299	0.427	0.032	1
0.592	0.182	0.111	0.151	0.489	0.737	1
0.588	0.263	0.212	0.175	0.466	0.544	1
0.450	0.153	0.106	0.289	0.454	0.724	1
0.569	0.204	0.319	0.164	0.447	0.270	1
0.517	0.160	0.318	0.244	0.415	0.787	1
0.435	0.185	0.336	0.214	0.483	0.246	1
0.538	0.204	0.377	0.163	0.401	0.459	1
0.585	0.229	0.240	0.229	0.490	0.422	1
0.440	0.158	0.373	0.121	0.403	0.788	1
0.534	0.140	0.155	0.112	0.441	0.513	1
0.476	0.161	0.333	0.299	0.430	0.587	1
0.542	0.125	0.340	0.124	0.428	0.094	1
0.489	0.290	0.130	0.187	0.467	0.455	1
0.599	0.115	0.267	0.119	0.493	0.528	1
0.586	0.218	0.163	0.134	0.480	0.477	1
0.568	0.280	0.107	0.274	0.415	0.691	1
0.553	0.225	0.397	0.211	0.439	0.068	1
0.488	0.189	0.270	0.179	0.424	0.034	1
0.556	0.174	0.210	0.234	0.460	0.419	1
0.525	0.170	0.135	0.111	0.466	0.264	1
0.469	0.158	0.273	0.278	0.458	0.096	1
0.428	0.277	0.279	0.228	0.474	0.428	1
0.418	0.279	0.220	0.219	0.476	0.260	1
0.464	0.258	0.249	0.284	0.439	0.707	1
0.462	0.206	0.175	0.199	0.405	0.072	1
0.529	0.248	0.252	0.262	0.478	0.452	1
0.404	0.174	0.193	0.191	0.489	0.261	1
0.427	0.210	0.237	0.264	0.448	0.065	1
0.445	0.208	0.208	0.123	0.454	0.510	1
0.472	0.144	0.350	0.291	0.452	0.544	1
0.407	0.201	0.156	0.136	0.463	0.475	1
0.587	0.271	0.302	0.185	0.411	0.479	1
0.435	0.134	0.398	0.172	0.459	0.666	1
0.466	0.294	0.255	0.153	0.482	0.481	1
0.422	0.235	0.171	0.257	0.483	0.743	1
0.568	0.116	0.237	0.246	0.435	0.142	1
0.591	0.201	0.369	0.163	0.430	0.341	1
0.460	0.150	0.219	0.220	0.465	0.768	1
0.417	0.258	0.141	0.206	0.439	0.401	1
0.454	0.151	0.286	0.187	0.474	0.187	1
0.420	0.199	0.321	0.112	0.438	0.516	1
0.417	0.142	0.105	0.262	0.415	0.025	1
0.490	0.292	0.288	0.264	0.420	0.194	1
0.401	0.258	0.145	0.267	0.414	0.075	1
0.575	0.218	0.176	0.106	0.466	0.227	1
0.527	0.289	0.249	0.199	0.459	0.002	1
0.456	0.217	0.202	0.148	0.438	0.306	1
0.470	0.254	0.119	0.184	0.476	0.011	1
0.482	0.190	0.371	0.141	0.404	0.061	1
0.469	0.136	0.263	0.106	0.445	0.490	1
0.448	0.209	0.185	0.193	0.403	0.583	1
0.514	0.184	0.135	0.231	0.444	0.354	1
0.511	0.126	0.116	0.178	0.432	0.492	1
0.492	0.279	0.343	0.111	0.467	0.162	1
0.549	0.202	0.263	0.274	0.414	0.463	1
0.413	0.187	0.168	0.244	0.445	0.148	1
0.449	0.163	0.364	0.156	0.460	0.226	1
0.539	0.141	0.162	0.243	0.477	0.386	1
0.548	0.223	0.102	0.133	0.413	0.304	1
0.594	0.174	0.349	0.135	0.453	0.339	1
0.469	0.208	0.244	0.295	0.411	0.780	1
0.471	0.156	0.361	0.168	0.417	0.478	1
0.547	0.297	0.177	0.175	0.457	0.401	1
0.447	0.156	0.254	0.272	0.487	0.616	1
0.463	0.200	0.364	0.121	0.467	0.472	1
0.520	0.131	0.367	0.175	0.415	0.216	1
0.591	0.275	0.388	0.279	0.468	0.602	1
0.455	0.155	0.281	0.186	0.425	0.615	1
0.436	0.248	0.371	0.264	0.412	0.427	1
0.532	0.232	0.399	0.253	0.423	0.081	1
0.566	0.181	0.184	0.211	0.484	0.404	1
0.550	0.239	0.285	0.171	0.454	0.456	1
0.525	0.199	0.148	0.142	0.440	0.594	1
0.420	0.279	0.334	0.108	0.475	0.263	1
0.435	0.128	0.181	0.278	0.430	0.441	1
0.436	0.106	0.312	0.167	0.433	0.532	1
0.434	0.179	0.265	0.300	0.424	0.773	1
0.496	0.287	0.170	0.276	0.415	0.480	1
0.545	0.103	0.163	0.295	0.453	0.047	1
0.456	0.279	0.255	0.177	0.433	0.718	1
0.560	0.157	0.118	0.206	0.447	0.249	1
0.596	0.238	0.278	0.274	0.409	0.462	1
0.589	0.169	0.196	0.229	0.421	0.207	1
0.467	0.215	0.133	0.126	0.476	0.140	1
0.493	0.189	0.332	0.170	0.457	0.220	1
0.573	0.118	0.344	0.239	0.444	0.333	1
0.445	0.285	0.221	0.275	0.461	0.574	1
0.408	0.101	0.355	0.289	0.406	0.441	1
0.471	0.274	0.206	0.103	0.481	0.637	1
0.571	0.121	0.142	0.111	0.485	0.363	1
0.585	0.193	0.173	0.227	0.488	0.261	1
0.494	0.131	0.219	0.115	0.448	0.514	1
0.570	0.194	0.221	0.261	0.426	0.026	1
0.545	0.130	0.291	0.102	0.428	0.505	1
0.571	0.267	0.367	0.215	0.463	0.312	1
0.444	0.153	0.165	0.275	0.433	0.421	1
0.505	0.163	0.244	0.212	0.441	0.715	1
0.553	0.288	0.283	0.204	0.485	0.390	1
0.426	0.280	0.138	0.153	0.463	0.321	1
0.577	0.168	0.186	0.247	0.415	0.470	1
0.534	0.160	0.304	0.261	0.419	0.439	1
0.585	0.279	0.181	0.177	0.478	0.617	1
0.517	0.284	0.325	0.275	0.469	0.333	1
0.477	0.265	0.351	0.172	0.497	0.774	1
0.424	0.267	0.116	0.263	0.476	0.347	1
0.539	0.214	0.143	0.286	0.443	0.780	1
0.412	0.250	0.234	0.212	0.487	0.093	1
0.553	0.195	0.203	0.202	0.433	0.466	1
0.493	0.192	0.179	0.176	0.411	0.375	1
0.425	0.257	0.390	0.112	0.452	0.290	1
0.458	0.176	0.233	0.280	0.474	0.754	1
0.512	0.239	0.139	0.164	0.484	0.684	1
0.569	0.193	0.174	0.173	0.455	0.411	1
0.508	0.172	0.155	0.203	0.411	0.226	1
0.452	0.202	0.149	0.124	0.427	0.743	1
0.563	0.298	0.184	0.261	0.456	0.505	1
0.583	0.286	0.348	0.162	0.461	0.235	1
0.556	0.235	0.162	0.203	0.403	0.674	1
0.446	0.139	0.277	0.104	0.456	0.072	1
0.466	0.150	0.305	0.147	0.419	0.748	1
0.545	0.253	0.244	0.250	0.484	0.227	1
0.415	0.198	0.125	0.129	0.469	0.197	1
0.546	0.250	0.120	0.256	0.449	0.403	1
0.551	0.103	0.238	0.177	0.404	0.416	1
0.511	0.233	0.323	0.278	0.454	0.260	1
0.578	0.238	0.177	0.104	0.452	0.271	1
0.460	0.205	0.318	0.129	0.405	0.348	1
0.512	0.281	0.130	0.285	0.432	0.304	1
0.595	0.113	0.388	0.276	0.452	0.741	1
0.465	0.269	0.246	0.154	0.449	0.161	1
0.553	0.128	0.342	0.205	0.489	0.123	1
0.419	0.287	0.399	0.183	0.409	0.535	1
0.540	0.191	0.200	0.267	0.428	0.434	1
0.583	0.282	0.171	0.252	0.444	0.648	1
0.462	0.163	0.250	0.123	0.432	0.227	1
0.432	0.173	0.182	0.240	0.492	0.559	1
0.584	0.254	0.258	0.157	0.433	0.238	1
0.585	0.164	0.391	0.122	0.416	0.091	1
0.531	0.192	0.142	0.125	0.485	0.665	1
0.564	0.153	0.112	0.230	0.421	0.772	1
0.449	0.211	0.165	0.256	0.444	0.720	1
0.490	0.155	0.170	0.100	0.445	0.038	1
0.404	0.209	0.349	0.203	0.401	0.199	1
0.494	0.103	0.256	0.199	0.463	0.297	1
0.490	0.145	0.212	0.250	0.409	0.608	1
0.590	0.132	0.243	0.237	0.461	0.262	1
0.565	0.101	0.360	0.110	0.498	0.128	1
0.462	0.177	0.297	0.166	0.406	0.070	1
0.525	0.225	0.166	0.283	0.444	0.437	1
0.409	0.137	0.375	0.267	0.413	0.038	1
0.442	0.234	0.255	0.195	0.435	0.499	1
0.542	0.280	0.139	0.177	0.425	0.587	1
0.489	0.223	0.115	0.260	0.450	0.539	1
0.531	0.257	0.399	0.119	0.444	0.342	1
0.564	0.288	0.103	0.115	0.495	0.029	1
0.439	0.232	0.374	0.147	0.480	0.653	1
0.524	0.200	0.221	0.138	0.445	0.385	1
0.560	0.180	0.148	0.287	0.407	0.189	1
0.498	0.251	0.348	0.103	0.460	0.057	1
0.402	0.265	0.342	0.109	0.426	0.476	1
0.194	0.913	0.245	0.991	0.027	0.103	2
0.234	0.805	0.235	0.766	0.215	0.368	2
0.899	0.932	0.138	0.892	0.181	0.436	2
0.822	0.886	0.210	0.917	0.121	0.103	2
0.166	0.882	0.264	0.873	0.059	0.266	2
0.952	0.958	0.114	0.600	0.225	0.258	2
0.777	0.938	0.156	0.774	0.107	0.442	2
0.976	0.819	0.168	0.985	0.123	0.197	2
0.868	0.818	0.158	0.689	0.162	0.275	2
0.919	0.896	0.192	0.518	0.010	0.401	2
0.013	0.804	0.282	0.945	0.039	0.302	2
0.138	0.966	0.151	0.781	0.240	0.171	2
0.638	0.963	0.105	0.618	0.142	0.173	2
0.787	0.962	0.199	0.922	0.241	0.051	2
0.752	0.978	0.121	0.504	0.258	0.331	2
0.369	0.831	0.262	0.593	0.088	0.423	2
0.650	0.857	0.288	0.727	0.005	0.343	2
0.019	0.949	0.242	0.994	0.079	0.048	2
0.852	0.815	0.173	0.511	0.156	0.471	2
0.872	0.864	0.171	0.868	0.044	0.004	2
0.052	0.837	0.230	0.708	0.164	0.130	2
0.815	0.828	0.268	0.836	0.023	0.273	2
0.754	0.889	0.204	0.567	0.191	0.326	2
0.871	0.801	0.298	0.777	0.074	0.299	2
0.857	0.937	0.119	0.966	0.083	0.081	2
0.251	0.844	0.245	0.843	0.146	0.270	2
0.884	0.845	0.212	0.816	0.199	0.024	2
0.024	0.910	0.135	0.508	0.100	0.082	2
0.672	0.809	0.111	0.654	0.245	0.291	2
0.841	0.912	0.182	0.521	0.023	0.458	2
0.046	0.954	0.143	0.901	0.084	0.049	2
0.307	0.984	0.229	0.940	0.116	0.368	2
0.759	0.892	0.115	0.970	0.236	0.223	2
0.962	0.942	0.292	0.734	0.172	0.205	2
0.644	0.989	0.295	0.707	0.159	0.090	2
0.867	0.849	0.155	0.542	0.141	0.236	2
0.325	0.833	0.227	0.976	0.149	0.151	2
0.702	0.942	0.199	0.657	0.071	0.433	2
0.094	0.846	0.202	0.906	0.042	0.091	2
0.603	0.824	0.275	0.870	0.018	0.094	2
0.046	0.861	0.226	0.629	0.273	0.152	2
0.631	0.827	0.215	0.923	0.246	0.467	2
0.697	0.822	0.113	0.940	0.205	0.111	2
0.094	0.955	0.264	0.929	0.040	0.355	2
0.180	0.987	0.120	0.730	0.261	0.295	2
0.888	0.865	0.136	0.563	0.127	0.434	2
0.983	0.855	0.250	0.894	0.034	0.291	2
0.141	0.823	0.148	0.735	0.300	0.139	2
0.013	0.939	0.249	0.679	0.003	0.072	2
0.690	0.872	0.134	0.906	0.270	0.266	2
0.764	0.932	0.254	0.755	0.032	0.231	2
0.927	0.918	0.254	0.867	0.284	0.157	2
0.673	0.883	0.242	0.634	0.244	0.288	2
0.157	0.932	0.219	0.936	0.118	0.273	2
0.718	0.852	0.246	0.872	0.019	0.352	2
0.777	0.980	0.118	0.501	0.162	0.427	2
0.074	0.822	0.117	0.960	0.067	0.273	2
0.308	0.831	0.114	0.958	0.188	0.275	2
0.869	0.931	0.227	0.788	0.255	0.214	2
0.287	0.865	0.265	0.829	0.145	0.331	2
0.767	0.877	0.275	0.742	0.220	0.078	2
0.749	0.851	0.121	0.981	0.207	0.152	2
0.301	0.917	0.200	0.691	0.062	0.430	2
0.127	0.870	0.240	0.798	0.237	0.022	2
0.309	0.884	0.186	0.680	0.059	0.237	2
0.951	0.933	0.187	0.869	0.253	0.152	2
0.088	0.931	0.107	0.515	0.146	0.293	2
0.061	0.804	0.182	0.958	0.102	0.181	2
0.125	0.870	0.180	0.545	0.086	0.148	2
0.136	0.851	0.109	0.628	0.207	0.290	2
0.787	0.838	0.154	0.670	0.075	0.384	2
0.719	0.925	0.255	0.750	0.057	0.285	2
0.749	0.997	0.229	0.608	0.294	0.007	2
0.008	0.913	0.190	0.693	0.266	0.374	2
0.075	0.925	0.287	0.537	0.070	0.013	2
0.604	0.904	0.234	0.935	0.199	0.130	2
0.162	0.858	0.199	0.941	0.174	0.342	2
0.791	0.868	0.179	0.787	0.228	0.062	2
0.859	0.993	0.191	0.557	0.120	0.331	2
0.164	0.835	0.165	0.739	0.176	0.367	2
0.948	0.835	0.163	0.654	0.139	0.051	2
0.981	0.902	0.139	0.884	0.125	0.037	2
0.369	0.883	0.240	0.574	0.121	0.031	2
0.773	0.851	0.259	0.708	0.155	0.490	2
0.852	0.973	0.174	0.644	0.137	0.278	2
0.609	0.895	0.177	0.568	0.089	0.486	2
0.930	0.974	0.228	0.692	0.024	0.052	2
0.714	0.820	0.256	0.877	0.144	0.327	2
0.291	0.910	0.148	0.667	0.136	0.210	2
0.832	0.860	0.175	0.740	0.050	0.092	2
0.032	0.977	0.293	0.545	0.298	0.386	2
0.917	0.965	0.257	0.973	0.267	0.457	2
0.651	0.812	0.267	0.787	0.220	0.114	2
0.963	0.922	0.164	0.618	0.062	0.433	2
0.857	0.951	0.274	0.868	0.249	0.190	2
0.365	0.944	0.232	0.659	0.246	0.028	2
0.673	0.874	0.190	0.922	0.203	0.234	2
0.306	0.941	0.292	0.625	0.013	0.480	2
0.112	0.864	0.238	0.576	0.112	0.067	2
0.624	0.913	0.125	0.822	0.086	0.090	2
0.390	0.876	0.276	0.786	0.261	0.082	2
0.780	0.923	0.138	0.770	0.238	0.100	2
0.301	0.816	0.237	0.824	0.295	0.487	2
0.083	0.808	0.148	0.881	0.144	0.480	2
0.823	0.839	0.154	0.808	0.076	0.448	2
0.986	0.960	0.297	0.567	0.081	0.007	2
0.280	0.956	0.216	0.696	0.141	0.183	2
0.189	0.977	0.246	0.764	0.114	0.382	2
0.956	0.874	0.221	0.859	0.214	0.221	2
0.193	0.970	0.175	0.971	0.080	0.400	2
0.008	0.922	0.146	0.826	0.146	0.109	2
0.372	0.928	0.101	0.883	0.051	0.448	2
0.806	0.938	0.121	0.563	0.113	0.189	2
0.276	0.844	0.132	0.874	0.256	0.301	2
0.286	0.857	0.171	0.861	0.097	0.237	2
0.964	0.942	0.297	0.646	0.113	0.118	2
0.785	0.911	0.150	0.564	0.094	0.039	2
0.130	0.956	0.240	0.983	0.062	0.056	2
0.747	0.853	0.142	0.627	0.265	0.291	2
0.030	0.914	0.280	0.554	0.108	0.427	2
0.863	0.906	0.196	0.540	0.289	0.295	2
0.068	0.931	0.234	0.577	0.098	0.108	2
0.249	0.912	0.233	0.759	0.181	0.388	2
0.146	0.868	0.211	0.545	0.099	0.312	2
0.747	0.813	0.157	0.697	0.244	0.483	2
0.020	0.891	0.151	0.692	0.001	0.374	2
0.193	0.997	0.228	0.551	0.124	0.291	2
0.804	0.893	0.271	0.817	0.188	0.034	2
0.093	0.945	0.243	0.510	0.005	0.221	2
0.725	0.926	0.225	0.613	0.278	0.233	2
0.802	0.853	0.151	0.628	0.164	0.197	2
0.153	0.852	0.145	0.820	0.277	0.436	2
0.664	0.933	0.233	0.542	0.191	0.096	2
0.627	0.912	0.118	0.913	0.013	0.328	2
0.657	0.872	0.289	0.659	0.036	0.197	2
0.719	0.947	0.165	0.947	0.164	0.423	2
0.636	0.972	0.163	0.827	0.077	0.150	2
0.981	0.915	0.244	0.809	0.194	0.343	2
0.220	0.815	0.171	0.569	0.213	0.152	2
0.799	0.988	0.292	0.847	0.248	0.488	2
0.611	0.884	0.188	0.564	0.268	0.025	2
0.837	0.858	0.206	0.929	0.197	0.299	2
0.615	0.848	0.233	0.849	0.088	0.301	2
0.937	0.938	0.107	0.654	0.073	0.055	2
0.716	0.903	0.268	0.893	0.132	0.385	2
0.272	0.970	0.207	0.897	0.097	0.479	2
0.216	0.818	0.230	0.982	0.054	0.264	2
0.079	0.891	0.101	0.851	0.040	0.161	2
0.951	0.817	0.272	0.959	0.018	0.168	2
0.924	0.866	0.292	0.618	0.022	0.499	2
0.348	0.864	0.281	0.815	0.187	0.220	2
0.897	0.974	0.204	0.774	0.145	0.002	2
0.337	0.906	0.192	0.897	0.126	0.311	2
0.614	0.909	0.170	0.968	0.223	0.009	2
0.257	0.875	0.243	0.938	0.020	0.241	2
0.642	0.957	0.265	0.843	0.000	0.001	2
0.258	0.825	0.300	0.752	0.144	0.248	2
0.220	0.922	0.187	0.879	0.174	0.371	2
0.968	0.989	0.204	0.632	0.081	0.017	2
0.387	0.856	0.225	0.766	0.057	0.456	2
0.078	0.997	0.299	0.546	0.165	0.245	2
0.250	0.926	0.287	0.969	0.025	0.459	2
0.800	0.842	0.183	0.844	0.226	0.153	2
0.294	0.816	0.174	0.888	0.019	0.429	2
0.832	0.852	0.217	0.569	0.038	0.348	2
0.063	0.977	0.289	0.723	0.229	0.445	2
0.780	0.982	0.176	0.702	0.136	0.458	2
0.919	0.842	0.191	0.914	0.060	0.267	2
0.998	0.857	0.183	0.694	0.176	0.164	2
0.351	0.814	0.252	0.543	0.111	0.066	2
0.118	0.974	0.273	0.839	0.250	0.118	2
0.725	0.949	0.145	0.757	0.284	0.404	2
0.222	0.954	0.229	0.675	0.129	0.086	2
0.320	0.881	0.128	0.789	0.073	0.453	2
0.057	0.841	0.140	0.529	0.070	0.491	2
0.309	0.893	0.284	0.762	0.294	0.078	2
0.219	0.908	0.152	0.686	0.193	0.499	2
0.775	0.894	0.117	0.754	0.158	0.115	2
0.221	0.859	0.152	0.826	0.154	0.354	2
0.977	0.811	0.290	0.556	0.186	0.288	2
0.069	0.817	0.274	0.953	0.203	0.044	2
0.330	0.888	0.225	0.719	0.176	0.198	2
0.053	0.968	0.103	0.679	0.281	0.356	2
0.907	0.829	0.214	0.799	0.061	0.078	2
0.061	0.993	0.155	0.572	0.002	0.499	2
0.352	0.988	0.133	0.972	0.154	0.081	2
0.844	0.824	0.175	0.523	0.081	0.465	2
0.833	0.886	0.104	0.503	0.056	0.145	2
0.193	0.925	0.166	0.618	0.188	0.345	2
0.006	0.965	0.160	0.775	0.054	0.050	2
0.170	0.820	0.291	0.919	0.293	0.076	2
0.076	0.991	0.290	0.808	0.281	0.421	2
0.069	0.860	0.115	0.922	0.262	0.016	2
0.154	0.960	0.142	0.947	0.154	0.325	2
0.975	0.960	0.198	0.793	0.147	0.043	2
0.635	0.925	0.222	0.858	0.072	0.262	2
0.282	0.944	0.191	0.704	0.153	0.366	2
0.168	0.823	0.103	0.741	0.188	0.154	2
0.661	0.866	0.243	0.824	0.002	0.314	2
0.682	0.991	0.163	0.590	0.118	0.072	2
0.723	0.837	0.123	0.946	0.056	0.060	2
0.059	0.987	0.105	0.880	0.188	0.126	2
0.605	0.910	0.190	0.877	0.074	0.106	2
0.368	0.840	0.224	0.879	0.216	0.171	2
